ICAO,IATA,Nome_Aeroporto,Cidade
SDLB,,Metropolitan Office Helipad,São Paulo
SDLC,,Aeroclube de Lucélia - Cmte João Possibom Airport,Lucélia
SDLD,,Fazenda São Miguel Heliport,Ribeirão Branco
SDLE,,Rio de Contas Airport,Rio de Contas
SDLF,,SBT Heliport,Osasco
SDLI,,Jeová Gomes Corrêa Airport,Abaré
SDLK,,Caculé Airport,Caculé
SDLL,,Yolanda Penteado Airport,Leme
SDLO,PBA,Fábio Perini Airport,Cairu
SDLP,,José Boso Municipal Airport,Lençóis Paulista
SDLU,,Fazenda Santa Luíza Airport,Barra Bonita
SDLW,,Fazenda Campo Real Airport,Campo Novo do Parecis
SDLX,,Fazenda Jacareúna Airport,São Félix do Araguaia
SDLY,,Armando Natali Airport,Matão
SDM2,,Fazenda Ipê Airport,Santa Rita do Trivelato
SDM3,,Agrodipe Airport,Ribeiro Gonçalves
SDM6,,Fazenda São Domingos Airport,Taquarussu
SDM7,,Fazenda Marajoara Airstrip,Itiquira
SDM8,,Agrícola Zanella Airport,Campos de Júlio
SDM9,,Fazenda Sete Povos II Airport,São Desidério
SDMA,,Fazenda Maristela Airport,Tremembé
SDMB,,Benteler Heliport,Campinas
SDMC,JMR,Maricá Airport,Maricá
SDMD,,Fazenda Santa Izabel Airport,Coxim
SDME,,Marchesan S.A. Airport,Matão
SDMF,,Maresias Heliport,São Sebastião
SDMG,,Haxiu Airport,Alto Alegre
SDMH,,Mirassol Airport,Mirassol
SDMI,,Comando do 8º Distrito Naval Heliport,São Paulo
SDMJ,,Mogi-mirim Airport,Mogi Mirim
SDMM,,Lago Verde Airport,Pacaraima
SDMO,,Monte Alto Airport,Monte Alto
SDMP,,Erik Heliport,Mairiporã
SDMR,,Marambaia Airport,Rio De Janeiro
SDMS,,Marechiaro Heliport,Angra dos Reis
SDMT,,Banco Bradesco Av. Paulista Heliport,São Paulo
SDMU,,Multiplan Helipad,Rio de Janeiro
SDMV,,Fazenda Morro Vermelho Airport,Jaú
SDMW,,Fazenda Karajá Airport,Nova Crixás
SDMX,,Fazenda Fontana Airport,Campo Verde
SDMY,,Fazenda Cambuhy Airport,Matão
SDMZ,,Mercedes Benz do Brasil S/A Heliport,São Bernardo do Campo
SDN2,,Grupo Angelina Infraestrutura Heliport,Itapira
SDN3,,Hospital Militar da Área de São Paulo Heliport,São Paulo
SDN4,,Fazenda Uma Uma Airstrip,Apiacás
SDN6,,Fazenda Entre Rios Airport,São Desidério
SDN8,,Domingos Horta Heliport,Nova Lima
SDN9,,Barra del Mundo Heliport,Cajueiro da Praia
SDNA,,Fazenda Vale Verde Airport,Comendador Gomes
SDND,,Fazenda Nova Damasco Airport,Narandiba
SDNE,,Fazenda São Joaquim Airport,Marabá Paulista
SDNH,,Novo Horizonte Airport,Novo Horizonte
SDNI,,Nascimento I Airport,Cotia
SDNJ,,Nascimento II Airport,Capão Bonito
SDNK,,Fazenda Vitória Airport,Primavera do Leste
SDNM,NVM,Brigadeiro Eduardo Gomes Airport,Nova Mutum
SDNN,,Birmann 21 Helipad,São Paulo
SDNO,,São Manuel Airport,São Manuel
SDNP,,Condomínio Conde Matarazzo Heliport,São Paulo
SDNQ,,Fazenda Água Limpa,Senador Guiomard
SDNR,,Banco Santander Heliport,São Paulo
SDNT,,Fazenda Terra Prometida Airport,Porto Nacional
SDNU,,Ministro Nelson Hungria Heliport,Rio de Janeiro
SDNV,,Aldeia Nacepoti Airport,Altamira
SDNX,,SEC Heliport,Angra dos Reis
SDO2,,Fontanella Heliport,Lauro Muller
SDO3,,Fazenda Reunidas Primavera Airport,Vila Rica
SDO6,,Fazenda Alvorada Airport,Luís Eduardo Magalhães
SDO7,,Frisonfly Heliport,Cruz
SDO8,,Wave Iriri Anchieta Heliport,Anchieta
SDO9,,True Type Airport,Inhaúma
SDOA,,Fazenda Lagoa da Floresta Airport,Barra do Corda
SDOB,,Fazenda São José O.B. Airport,Tapiratiba
SDOC,,Hospital do Coração Heliport,São Paulo
SDOD,,Fazenda Vida Airport,Barra Do Corda
SDOE,,Fazenda Sibéria Airport,Grajaú
SDOF,,Enseadinha Heliport,Ipojuca
SDOG,,Península Heliport,Guarujá
SDOH,,Cimed Heliport,Pouso Alegre
SDOI,,Centro Nacional de Pára-quedismo Airport,Boituva
SDOK,,Casas Bahia Heliport,Jundiaí
SDOL,,Fazenda Agropesp Airport,Tapurah
SDON,,Ônix Helipad,São Paulo
SDOO,,Órion Helipad,Goiânia
SDOP,,ESM/Sigma Pharma 2 Helipad,Hortolândia
SDOQ,,Fazenda Campo Claro Airstrip,Ribeirão Cascalheira
SDOR,,Fazenda Mosquito Airport,Orlândia
SDOT,,Attilio Tinelli Helipad,São Paulo
SDOU,OUS,Jornalista Benedito Pimentel Airport,Ourinhos
SDOV,,Mozarlândia Airport,Mozarlândia
SDOW,OIA,Ourilândia do Norte Airport,Ourilândia do Norte
SDOX,,Fazenda Pixoxó Airport,São Carlos
SDOZ,,Aldeia Pontal Airport,Apiacás
SDP2,,Fazenda Piracicaba Airstrip,Tasso Fragoso
SDP3,,Fazenda Paraíso Airstrip,Porto Esperidião
SDP4,,Fazenda Naviraí Airport,Cotriguaçu
SDP6,,Fazenda Chapadão Airport,Barreiras
SDP7,,Antenor Duarte Vilela Airport,Barretos
SDP9,,Fazenda Santo Antônio do Caeté Airstrip,Rio Verde de Mato Grosso
SDPA,,Fazenda Portobello Airport,Mangaratiba
SDPB,,Pedreira Pau Pedra Heliport,Guarulhos
SDPC,,Atena Airport,Rancharia
SDPD,,Pindamonhangaba Airport,Pindamonhangaba
SDPI,,Makukem Airport,Uiramutã
SDPK,,Panco I Heliport,São Paulo
SDPL,,Ibirapuera Park Hotel Helipad,São Paulo
SDPM,,Palácio dos Bandeirantes Heliport,São Paulo
SDPN,,Penápolis Airport,Penápolis
SDPO,,Plaza Centenário Helipad,São Paulo
SDPT,,Parque Paulista Heliport,São Paulo
SDPU,,Paquetá Heliport,Rio De Janeiro
SDPV,,Presidente Venceslau Airport,Presidente Venceslau
SDPW,,Piracicaba Airport,Piracicaba
SDPX,,Nova Vitória Airport,Pacaraima
SDPY,,Pirassununga Airport,Pirassununga
SDPZ,,Sossego Airport,Ribas do Rio Pardo
SDQ3,,Denial Matawaré Airstrip,Almeirim
SDQ4,,Fazenda Campo Grande Airport,Corumbá
SDQ6,,Fazenda São Mateus Airport,Luciara
SDQ7,,Fazenda Atlântida Airport,Dianópolis
SDQ8,,Vila Pix Heliport,Campos do Jordão
SDQ9,,Fazenda Patriota Airport,Tabaporã
SDQC,,HELPN Quarto COMAR Heliport,São Paulo
SDQD,,Copa d'Or Hospital Helipad,Rio de Janeiro
SDQF,,Ita Helipad,Itapecerica da Serra
SDQG,,Fazenda Nova Floresta Airport,Caiabu
SDQI,,Fazenda Quilombo Heliport,Indaiatuba
SDQJ,,Disco Heliport,Rio de Janeiro
SDQK,,Fazenda Taboca Airport,Rio Verde de Mato Grosso
SDQL,,Fazenda Cerro Azul Airport,Nioaque
SDQM,,Helicentro Ribeirão Preto Heliport,Ribeirão Preto
SDQO,,Fazenda São Quirino Heliport,Morungaba
SDQP,,Parque Cultural Paulista Heliport,São Paulo
SDQQ,,Companhia Agrícola de Quatá Airport,Quatá
SDQR,,Alto da Serra Heliport,Bom Jardim da Serra
SDQT,,Office Tower Itaim Heliport,São Paulo
SDQU,,Fazenda Colorado,Bom Jesus
SDQV,,Fazenda Santa Fé Airport,Cáceres
SDQX,,Fazenda Esperança Airport,Itapeva
SDQY,,Shopping Center Iguatemi Helipad,Campinas
SDQZ,,Fazenda Espinhaço II Airport,Barra do Garças
SDR1,,Fazenda Mantissa Airport,Sebastião Barros
SDR2,,Fazenda Monte Alegre Airport,Curionópolis
SDR4,,Hugo 2 Heliport,Goiânia
SDR6,,Aldeia Urunai Airport,Oriximiná
SDR7,,CMPC HF São Manoel Heliport,Pinheiro Machado
SDR8,,Fazenda Piuva Airport,Aquidauana
SDR9,,Fazenda Iberê Airport,Primavera do Leste
SDRA,,Fazenda das Represas Airport,São Miguel Arcanjo
SDRB,,Renaissance Hotel Helipad,São Paulo
SDRC,,Fazenda Santana Airport,Rancharia
SDRE,,Recreio Heliport,Rio de Janeiro
SDRF,,Fazenda Recanto Feliz Airport,Rio Claro
SDRG,,Graciosa Heliport,Pinhais
SDRH,,Fazenda Chaparral Airport,Campo Grande
SDRI,,Rio Sul Center Heliport,Rio de Janeiro
SDRJ,,Prefeitura do Rio de Janeiro Heliport,Rio de Janeiro
SDRK,,Rio Claro Airport,Rio Claro
SDRM,,Olomai Airstrip,Amajari
SDRN,,Zarzur Helipad,São Paulo
SDRP,,Onkiola Airstrip,Amajari
SDRR,,Avaré-Arandu Airport,Avaré
SDRS,REZ,Resende Airport,Resende
SDRT,,Ponto Geral Airport,Ponto Geral
SDRU,,Fazenda Caramuru Airport,Inúbia Paulista
SDRY,,Fazenda São Paulo Airport,Amambaí
SDRZ,,Fazenda Marabá Airport,Porto Murtinho
SDS2,,Fazenda Macaúba Airport,Posse
SDS3,,Fazenda Iracema Airstrip,Cláudia
SDS4,,Fazenda Sankara Airport,Nova Lacerda
SDS6,,Fazenda Caraíbas Airstrip,Morro do Chapéu do Piauí
SDS7,,Fazenda Membeca Airstrip,Brasnorte
SDS8,,Fazenda Garrote Airstrip,Alcinópolis
SDS9,,Fazenda Pontal Airstrip,Minaçu
SDSA,,Fazenda Califórnia Airport,Corumbá
SDSC,QSC,Mário Pereira Lopes–São Carlos Airport,São Carlos
SDSD,,Samã I Airport,Pacaraima
SDSE,,Sítio Santa Helena Airport,Gabriel Monteiro
SDSM,,Fazenda Nossa Senhora da Conceição Airport,São Manuel
SDSN,,São Luiz Heliport,São Paulo
SDSQ,,Usina Santa Rita Airport,Santa Rita Do Passa Quatro
SDSR,,Subestação Ibiúna Heliport,Ibiúna
SDSS,,Fazenda Baia das Pedras Airstrip,Aquidauana
SDST,,Fazenda Santa Terezinha da Barra Airport,São Carlos
SDSU,,Pirelli Sumaré Heliport,Sumaré
SDSV,,Fazenda Santa Cândida Airport,Guariba
SDSW,,Carta Fabril 01 Heliport,Piraí
SDSX,,ITM Expo Helipad,São Paulo
SDSZ,,Banco Safra Helipad,São Paulo
SDT2,,Fazenda São Geraldo II Airstrip,Goianésia do Pará
SDT3,,Fazenda Rio Alegre Airstrip,Paranatinga
SDT4,,Fazenda Jucarama Airstrip,Água Boa
SDT6,,Fazenda Reunidas Espigão do Oeste Airport,São Félix do Araguaia
SDT7,,Master Bela Vista Airstrip,Passo Fundo
SDT8,,Fazenda Caraíbas Airport,Jequitaí
SDT9,,CMPC HF Santa Margarida Heliport,Santa Margarida do Sul
SDTB,,Atibaia Airport,Atibaia
SDTC,,Edel Trade Center Helipad,São Paulo
SDTE,,Fazenda Tapijara Airport,Arandu
SDTF,,Tatuí Airport,Tatuí
SDTG,,Edifício Atrium IV Heliport,São Paulo
SDTI,,Tupi Paulista Airport,Tupi Paulista
SDTJ,,Edifício Atrium V Heliport,São Paulo
SDTK,JPY,Paraty Airport,Paraty
SDTM,,Crystal Tower Heliport,Barueri
SDTN,,Usina Açucareira Santo Antônio Airport,Sertãozinho
SDTO,,Fazenda Cataco Airport,Ubarana
SDTP,,Tupã Airport,Tupã
SDTQ,,Fazenda Santa Thereza Airport,Aparecida do Rio Doce
SDTS,,Fazenda Planalto Airport,Jaraguari
SDTT,,Região das Hortências Heliport,Gramado
SDTU,,Itausa Helipad,São Paulo
SDTV,,Fazenda São Miguel Airport,São Desidério
SDTX,,Fazenda São José Airport,Ilha Solteira
SDTY,,Usina São Martinho Airport,Pradópolis
SDU1,,Fazenda Curitiba Airport,Tasso Fragoso
SDU2,,CMPC HF Fazenda da Bota Heliport,Encruzilhada do Sul
SDU3,,Fazenda Ipiranga Airport,Almas
SDU4,,IBMG Airport,Belmonte
SDU6,,Pousada Acarí Airstrip,Novo Aripuanã
SDU8,,Terroir Heliport,Garibaldi
SDU9,,BR LOG Queimados Heliport,Queimados
SDUB,UBT,Ubatuba Gastão Madeira State Airport,Ubatuba
SDUC,,Santa Rita Airport,Uiramutã
SDUD,,Usina Santa Adélia Airport,Jaboticabal
SDUF,,Fazenda Touro Peru Airport,Porto Murtinho
SDUI,,Centro EmpresariaL Iudice Heliport,São Paulo
SDUJ,,Milennium Heliport,São Paulo
SDUK,,Fazenda Xaimite Airport,Água Boa
SDUL,,Usina Santa Lydia Airport,Ribeirão Preto
SDUM,,Uniban Heliport,São Paulo
SDUN,ITP,Itaperuna Airport,Itaperuna
SDUQ,,Paraguaçu Paulista Airport,Paraguaçu Paulista
SDUT,,Hotel Transamérica Heliport,São Paulo
SDUU,,Usina Califórnia Airport,Parapuã
SDUV,,Columbia Heliport,Serra
SDUW,,Fazenda Sertãozinho Heliport,Botelho
SDUX,,Havan Heliport,Brusque
SDUY,,Rio Alpha Heliport,Rio De Janeiro
SDUZ,,Usina São Luiz Airport,Ourinhos
SDV2,,Ninho do Pássaro IV Heliport,Camboriú
SDV4,,Gládia Girão Airport,Gládia Girão
SDV6,,Fazenda Vitória Airport,Marcelândia
SDV8,,Fazenda Casa Verde Airstrip,Monte Alegre
SDV9,,Fazenda Baixão Verde Airport,Almas
SDVA,,Fazenda Campo Vitória Airport,Vargem Grande Do Sul
SDVB,,INA Brasil Heliport,Sorocaba
SDVC,,Cometa Vila Maria Heliport,São Paulo
SDVD,,Vila Real Heliport,Petrópolis
SDVE,,Vera Cruz Airport,Vera Cruz
SDVF,,Santo Antônio do Pão Airport,Uiramutã
SDVG,VOT,Domingos Pignatari Airport,Votuporanga
SDVH,,Fazenda Vale Eldorado - Dr José de Aguiar Leme Airport,Bragança Paulista
SDVI,,Comandante Gastão Airport,Tangará Da Serra
SDVJ,,Fazenda Santa Marta Airport,Santa Maria Das Barreiras
SDVP,,São Luiz Cotingo Airport,Uiramutã
SDVQ,,Fazenda Baía das Conchas Airport,Porto Murtinho
SDVS,,Fazenda Vassoural Airport,Pontal
SDVT,,Helbor Tower Heliport,Mogi Das Cruzes
SDVV,,Cragea-Suzano Heliport,Suzano
SDVW,,Volkswagem do Brasil - Fábrica III Heliport,Taubaté
SDW3,,Fazenda Itanguá Airstrip,Itapeva
SDW4,,MNTB Heliport,Cruzeiro do Sul
SDW6,,Ceolin Grãos e Fibra Airport,São Desidério
SDW7,,Fazenda Jóia Airport,Santa Rita do Tocantins
SDW8,,Fazenda Marca Macho Airport,Aripuanã
SDW9,,Fazenda Santa Verônica Airport,Porto dos Gaúchos
SDWA,,Aerogalo Heliport,Angra dos Reis
SDWB,,Cyk Heliport,São Paulo
SDWC,,Aldeia Baú Airport,Altamira
SDWH,,Fazenda Avanhandava Airport,José Bonifácio
SDWI,,Fazenda Lagoa do Cavalo Airport,Gravatá
SDWK,,Junqueira Airport,Igarapava
SDWL,,Três Marias Airport,Itupeva
SDWN,,Fazenda Barreiro Grande Airport,Colômbia
SDWO,,Sauba Airstrip,Amajari
SDWS,,West Gate Heliport,Barueri
SDWT,,World Trade Center Heliport,São Paulo
SDWU,,Fazenda Anahí Airport,Porto Murtinho
SDWV,,Chácara Maringá Airport,Senador José Porfírio
SDWX,,Pista Sol Nascente,Itaituba
SDWZ,,Palo Verde Airport,Araçatuba
SDX2,,Fazenda São José Airport,Formosa do Rio Preto
SDX3,,Fazenda Cristal Airport,Naviraí
SDX4,,Canto do Buriti Airport,Canto do Buriti
SDX7,,Alegretense Airport,Alegrete
SDX8,,Blue Heliport,Timbó
SDX9,,Ribeiro Gonçalves Airport,Ribeiro Gonçalves
SDXA,,SAWI Airstrip,Normandia
SDXD,,IBM Tutóia Heliport,São Paulo
SDXE,,Chácara Serradinho Airport,Jaboticabal
SDXF,,Alto Paraíso Airport,Alto Paraíso
SDXH,,Gandini Heliport,Itu
SDXJ,,Costa Rica Airport,Costa Rica
SDXK,,Ticoça Airport,Uiramutã
SDXN,,Parada Havan Heliport,Barra Velha
SDXP,,Guararema Parque Hotel Heliport,Guararema
SDXR,,Fazenda Vaca Mocha Airport,Caracol
SDXS,,Mar Gírios Heliport,São Paulo
SDXV,,Magazine Luiza Heliport,Louveira
SDXW,,Fazenda Sombra da Serra Airport,Rio Verde de Mato Grosso
SDXX,,Fazenda Santa Vitória Heliport,Queluz
SDY2,,Fazenda Boa Safra Airport,Bom Jesus de Goiás
SDY3,,Fazenda Rio Suiá Airport,Querência
SDY4,,Fazenda Bom Pai Airport,Padre Bernardo
SDY6,,Fazenda Malaska Airport,Muricilândia
SDY7,,Fazenda Três Irmãos Airport,Juruena
SDY8,,Fazenda Círculo R Airport,Araguaçu
SDY9,,Fazenda Centro Oeste Airport,Brasnorte
SDYA,,Carmo Couri Heliport,São Paulo
SDYB,,Fazenda São José do Barreiro Airport,Itapetininga
SDYC,,Amarras Heliport,Armação Dos Búzios
SDYD,,Senna Heliport,Angra Dos Reis
SDYE,,Hotal Fazenda Dona Carolina Heliport,Itatiba
SDYF,,Fazenda Irmãos Munaretto Airport,Lucas Do Rio Verde
SDYH,,José Roberto Magalhães Teixeira Heliport,Campinas
SDYI,,Fazenda Buritiz Airport,Buritizeiro
SDYJ,,José Martins da Silva Airport,Regente Feijó
SDYK,,Tower 2000 Heliport,Niterói
SDYL,,Flamingos Heliport,Angra dos Reis
SDYN,,Fazenda Esmeralda Airport,Taciba
SDYO,,Hospital Santa Marcelina Heliport,São Paulo
SDYP,,Piracaia Heliport,Piracaia
SDYR,,Panco II Heliport,São Paulo
SDYS,,Aeroportobelo Airport,Porto Belo
SDYT,,Tucuxim Airport,Amajari
SDYU,,Pericó Vinícola Heliport,São Joaquim
SDYV,,Secovi Heliport,São Paulo
SDYW,,Aeroclube de Itapeva Airport,Itapeva
SDYX,,Campo Maior Airport,Campo Maior
SDYZ,,Kuka Helipad,São Paulo
SDZ2,,Estância Clarisse Airport,Sidrolândia
SDZ3,,UQ Pouso Alegre Heliport,Pouso Alegre
SDZ4,,Fazenda Água Boa Airport,Ananás
SDZ7,,Fazenda Ecoteca - Mineração São Francisco Airport,Colniza
SDZ8,,Fazenda Santa Maria Airport,Santa Maria das Barreiras
SDZ9,,Fazenda Vale dos Sonhos Airstrip,Paranatinga
SDZB,,ICS - Guarujá Heliport,Guarujá
SDZC,,Uxiu Airstrip,Mucajaí
SDZD,,ABB Sorocaba Heliport,Sorocaba
SDZF,,Fazenda Lamarão Airport,Brasília
SDZG,JTA,Pedro Teixeira Castelo Airport,Tauá
SDZH,,Fazenda Santa Helena Airport,Pindamonhangaba
SDZJ,,Fly Green Heliport,Jaíba
SDZK,,Waphuta Airstrip,Alto Alegre
SDZL,,Fazenda Campo Zélia Airport,Corumbá
SDZM,,Fazenda São Marcos Airport,Itapeva
SDZN,,Warogarem Airstrip,Uiramutã
SDZO,,Waromada Airstrip,Uiramutã
SDZP,,Ninho do Pássaro III Helipad.,Indaial
SDZQ,,Zen Tower Helipad,Itajaí
SDZR,,Fazenda Cruzeiro Airport,Guariba
SDZU,,Fazenda Anhumas Airport,Marabá Paulista
SDZX,,Fazenda Suri Airport,Campinápolis
SDZZ,,Sítio São José Airport,Nova Europa
SI22,,Fazenda Santa Helena Airport,Corumbá
SI23,,Fazenda Água Fina Airport,Rosário Oeste
SI24,,Fazenda Cambará Airstrip,Água Clara
SI25,,Pista Pavarina,Maués
SI26,,Fazenda Nova Esperança Airport,Santana do Araguaia
SI27,,SS Airstrip,Rio Verde de Mato Grosso
SI28,,Masterboi Heliport,Canhotinho
SI29,,Fazenda Vereda Airport,Buritizeiro
SI2A,,Canduá II Airport,Unaí
SI2B,,Fazenda Conquista Airport,Curralinhos
SI2C,,Fazenda Recanto Airport,Itiquira
SI2D,,Aldeia Yawa Airport,Oriximiná
SI2F,,Fazenda Tarumã Airport,Santa Maria das Barreiras
SI2G,,Fazenda São João Airport,Marianópolis do Tocantins
SI2H,,Aldeia Pedra da Onça Airport,Óbidos
SI2J,,Karla Sophya Airport,Porto Murtinho
SI2K,,Fazenda Bom Jesus Airport,Viseu
SI2L,,CBF Heliport,Teresópolis
SI2M,,Residencial Fornagieri Heliport,Paranavaí
SI2N,,Dom Bill Airport,Montes Claros de Goiás
SI2O,,Sítio Biguá Airport,Vitória da Conquista
SI2P,,Manacá Airport,Jussara
SI2Q,,Fazenda Vera Cruz do Xingu Airport,Canarana
SI2R,,Fazenda Baguary Airport,Corumbá
SI2S,,Fazenda São Jorge Airport,Nova Canaã do Norte
SI2T,,José Gilberto Pannunzio Airport,Uberlândia
SI2U,,Gois Construtora Heliport.,Valparaíso de Goiás
SI2V,,Fazenda Casarin Airport,Colíder
SI2W,,Fazenda Lacy Airstrip.,Vila Bela da Santíssima Trindade
SI2X,,Fazenda Carandá Airstrip,Bodoquena
SI2Y,,Aeroáguia Pulverização Airport,Açailândia
SI2Z,,Fazenda das Aroeiras Airport,Corumbá
SI32,,Fazenda Macuco Airport,Querência
SI33,,Fazenda Boa Sorte Airport,São Félix do Araguaia
SI34,,Aldeia Xuixuimene Airport,Almeirim
SI36,,Fazenda Lageado Airstrip,Ribas do Rio Pardo
SI37,,Fazenda Letícia Airport,Rio Verde de Mato Grosso
SI38,,Aldeia Pururé Airstrip,Almeirim
SI39,,Nilo Bicalho Airport,Francisco Dumont
SI3A,,Fazenda Santa Joana Airports,Água Clara
SI3C,,Fazenda Itaúba Airstrip,Alta Floresta
SI3D,,Rica Airport,Maués
SI3E,,Fazenda Santa Tereza Airport,Bonito
SI3F,,Fazenda Eldorado Airstrip,Bonito
SI3G,,Fuad Elias Nejm Heliport,Contagem
SI3H,,Brava Beach Internacional Heliport,Itajaí
SI3I,,Boa Vista Estates Heliport,Porto Feliz
SI3J,,AR Telecom Heliport,Itajaí
SI3K,,Fazenda Brasnorte Airport,Itinga do Maranhão
SI3L,,Fazenda Nossa Senhora de Fátima Airstrip,Ribas do Rio Pardo
SI3N,,Fazenda Plataforma Airport,Matões
SI3P,,TAF Brasil Airstrip,Jaguaré
SI3Q,,Fazenda Cristo Rei Airstrip,Pacajá
SI3R,,Fazenda Pinna Airstrip,São Desidério
SI3S,,Bold Heliport,Jaraguá do Sul
SI3T,,Fazenda Sankofa Airstrip,Camapuã
SI3U,,Fazenda Curral Velho Airport,Matrinchã
SI3V,,Fazenda Boa Esperança Airport,Uruçuí
SI3W,,Fazenda WZ Airport,Coronel Sapucaia
SI3X,,Fazenda Nova Aliança Airport,Formosa do Rio Preto
SI3Y,,Fazenda Três Irmãos Airstrip,São Francisco de Assis
SI3Z,,Fazenda Campo Verde Airstrip,Mucajaí
SI42,,Fazenda Lagoa Formosa Airport,Patos de Minas
SI43,,Fazenda Amoreira Airstrip,Nova Santa Helena
SI44,,Fazenda Três Rodas da Barra Airport,São Félix do Araguaia
SI46,,Fazenda Primavera Airstrip,Pedregulho
SI47,,Fazenda Byeta Airport,Buriticupu
SI48,,Fazenda São José Airport,Peixoto de Azevedo
SI49,,WT Morumbi Helipad,São Paulo
SI4A,,Asor Sul Connect Heliport,Caxias do Sul
SI4D,,Nova Bandeirantes Airport,Nova Bandeirantes
SI4F,,Solag Aviação Agrícola Airstrip,Juína
SI4G,,Retiro do Chalé Heliport,Brumadinho
SI4H,,Fazenda Estrela do Norte - Agroterenas Airport,Água Boa
SI4I,,Fazenda Horizontina Airport,Campos Lindos
SI4J,,Raul Saboia Helipad,Brasília
SI4K,,Fazenda Mandarim Airport,Abaetetuba
SI4L,,Haras La Estância Heliport,Valinhos
SI4M,,Fazenda Olinda Airport,São Desidério
SI4Q,,Cone Sul Aviação Agrícola Airport.,Chupinguaia
SI4T,,Rio Bonito Heliport,Rio Bonito
SI4U,,Fazenda Bocalon Airport,Cristalina
SI4V,,Fazenda Jandaia Airstrip,Marcelândia
SI4W,,Comercial Scardua LTDA Heliport,Serra
SI4X,,Fazenda Calções Airstrip,inheira
SI4Y,,Fazenda Laudejá Airport,Bonito
SI4Z,,Toledo Aviação Airport,Toledo
SI62,,Fazenda Monte Líbano Airport,Santo Antônio do Leste
SI63,,Curimatá Airport,Curimatá
SI64,,Fazenda Santa Rita de Cássia Airstrip,Paraíso das Águas
SI66,,Fazenda Ypiranga Airstrip,Corumbá
SI67,,Fazenda Galiota Airport,Ribeiro Gonçalves
SI68,,Gelindo Stefanuto Airport,Campo Novo do Parecis
SI69,,Santa Clara Heliport,Blumenau
SI6B,,Brandt Heliport,Cambé
SI6C,,Arvoredo Helipad,Contagem
SI6D,,Fortuna Nutrição Animal Airstrip,Nova Canaã do Norte
SI6E,,Tião Machado Airport,Redenção
SI6F,,Fazenda Alegria Airstrip,Crixás do Tocantins
SI6G,,Tivoli Ecoresort Praia do Forte Heliport,Mata de São João
SI6H,,Fazenda Conquista Airstrip,Bonópolis
SI6I,,Fazenda Santa Isabel Airport,Bom Jesus
SI6J,,Fazenda Terra Nova Airstrip,João Pinheiro
SI6K,,ASL - Fazenda São Luiz Airport,Gaúcha do Norte
SI6L,,Fazenda Gauba Airport,Pimenta Bueno
SI6M,,Recanto das Araras Airstrip,Mateiros
SI6N,,Fazenda Borchardt Airport,Tabaporã
SI6P,,Fazenda Sagrada Família Airport,Paragominas
SI6Q,,Fazenda Alvorada Airstrip,Cachoeira Alta
SI6R,,Fazenda Tolimã Airport,Tabaporã
SI6S,,Jerileve Airstrip,Jijoca de Jericoacoara
SI6T,,Fazenda Pirapó Airport,São José do Rio Claro
SI6U,,Aeroguedes Airport,Santa Teresinha
SI6V,,Aldeia Boca do Marapi Airport,Oriximiná
SI6W,,Bemisa Gold Mine Heliport,Água Azul do Norte
SI6X,,Aché Pernambuco Heliport,Cabo de Santo Agostinho
SI6Y,,Fazenda Por do Sol Heliport,Sarutaiá
SI6Z,,Ipatinga Tower Helipad,Ipatinga
SI72,,Aerosport Maringá Airport,Iguaraçu
SI73,,Fazenda Chapadinha Airport,Várzea da Palma
SI76,,Agropecuária Varanda Airport,Caracol
SI77,,Fazenda Floresta Airport,Cáceres
SI78,,Santa Maria do Boiaçu Airport,Rorainópolis
SI79,,Fazendo San Francisco Airstrip,Canarana
SI7A,,Alvorada do Gurguéia Airport,Alvorada do Gurguéia
SI7B,,Fazenda Flores Airstrip,Piraquê
SI7C,,Monte Sião Airstrip,Novo Aripuanã
SI7D,,Fazenda Primavera Airport,Primavera do Leste
SI7F,,Fazenda Rio Verde Airport,Diamantino
SI7G,,Fazenda Nossa Senhora Aparecida Airport,Glória de Dourados
SI7H,,Sítio Bela Vista Airstrip,Limeira
SI7I,,ASL - Fazenda Santo Cristo Airport,Nova Ubiratã
SI7J,,Fazenda Marilândia Airstrip,Bela Vista
SI7K,,Fazenda Agrocondor I Airport,Nova Monte Verde
SI7M,,Fazenda Giboia Airport,Unaí
SI7N,,Fazenda Nova Airport,Santo Antônio do Leste
SI7O,,Fazenda Três Pinheiros Airport,Lucas do Rio Verde
SI7P,,Arroz Faccio Airport,Bonfim
SI7Q,,Fazenda Rio Bonito Airport,Nova Ubiratã
SI7R,,Fazenda San Antônio Airstrip,Tangará da Serra
SI7S,,Fazenda Pontal Airstrip,Água Clara
SI7T,,Fazenda Santa Rita Airport,Anadia
SI7U,,Aldeia Santo Antônio Airport,Oriximiná
SI7V,,Fazenda Três Lagoas Airstrip,Peixoto de Azevedo
SI7W,,Atacadão Dia à Dia 2 Heliport,Padre Bernardo
SI7X,,Fazenda Vale do Sol II Airstrip,Abreulândia
